score_2025,rank_2025,level,source_college,source_major_2025,match_status,match_count,official_college_code,official_college_name,official_major_code,official_major_name_2026,plan_num_2026,major_attr_2026,major_remark_2026,first_subject,reselect_subject,tuition,plan_id
668,852,985,武汉大学,计算机类(计算机学院)(计算机科学与技术、软件工程),exact_school_major,1,0486,武汉大学,L4,计算机类(计算机学院)(计算机科学与技术、软件工程),4,,(分流时该专业大类内专业任选),物理,化学,5850,1_3_0486_5_L4
668,852,985,武汉大学,人工智能,exact_school_major,1,0486,武汉大学,M2,人工智能,2,,,物理,化学,5850,1_3_0486_5_M2
668,852,985,西北工业大学,航空航天类(黄玉珊航空班)(飞行器设计与工程),exact_school_major,1,0699,西北工业大学,02,航空航天类(黄玉珊航空班)(飞行器设计与工程),3,,,物理,化学,6600,1_3_0699_5_02
668,852,985,西安交通大学,工科试验班(计算机科学技术类)(计算机科学与技术、网络空间安全、物联网工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
668,852,985,西安交通大学,自动化,exact_school_major,1,0698,西安交通大学,2C,自动化,4,,,物理,化学,6600,1_3_0698_5_2C
667,918,985,中南大学,临床医学(八年制),exact_school_major,1,0533,中南大学,83,临床医学(八年制),2,,,物理,地理,7800,1_3_0533_5_83
667,918,985,国防科技大学,理论与应用力学(航天力学拔尖班),exact_school_major,1,J002,国防科技大学,09,理论与应用力学(航天力学拔尖班),1,,(考生须为应届普通高中毕业生；政治面貌为中共党员或共青团员)(考生入校后以英语为公共外语教学内容安排教学),物理,化学,6500,1_3_J002_5_09
667,918,985,山东大学,临床医学(齐鲁医学堂创新实验班),exact_school_major,1,0422,山东大学,47,临床医学(齐鲁医学堂创新实验班),1,,(不招收色弱、色盲考生),物理,地理,7920,1_3_0422_5_47
667,918,985,西安交通大学,微电子科学与工程,exact_school_major,1,0698,西安交通大学,2F,微电子科学与工程,8,,(含强芯班),物理,化学,6600,1_3_0698_5_2F
667,918,211,中国药科大学,药学(杰出药学家实验班),exact_school_major,1,0316,中国药科大学,01,药学(杰出药学家实验班),2,,(不招色盲色弱),物理,化学,7480,1_3_0316_5_01
666,991,985,东南大学,计算机类(计算机科学与技术、人工智能、软件工程、网络空间安全),exact_school_major,1,0286,东南大学,09,计算机类(计算机科学与技术、人工智能、软件工程、网络空间安全),8,,,物理,化学,6380,1_3_0286_5_09
666,991,985,北京理工大学,工科试验班(宇航与机电类)(低空技术与工程、飞行器设计与工程、飞行器动力工程、航空航天工程、武器发射工程、探测制导与控制技术、工程力学、武器系统与工程、弹药工程与爆炸技术、特种能源技术与工程、安全工程、机械电子工程、智能无人系统技术),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
666,991,985,北京理工大学,工科试验班(电子信息实验班)(光电信息科学与工程、测控技术与仪器、智能感知工程、电子信息工程、电子科学与技术、通信工程、微电子科学与工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
666,991,985,同济大学,工科试验班(信息与智能网联类)[计算机科学与技术、信息安全、数据科学与大数据技术、电气工程及其自动化、自动化、通信工程、人工智能、微电子科学与工程、软件工程、交通工程、交通运输、车辆工程(汽车)、车辆工程、测绘工程、光电信息科学与工程],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
666,991,985,武汉大学,工科试验班(电气类)(电气工程及其自动化、储能科学与工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
666,991,985,武汉大学,电子信息类(电子信息学院)[电子信息工程(含电子信息方向、光电子方向、机器人方向)、通信工程],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
666,991,985,武汉大学,遥感科学与技术,exact_school_major,1,0486,武汉大学,N2,遥感科学与技术,3,,(含遥感科学与技术、空间信息与数字技术),物理,化学,5850,1_3_0486_5_N2
666,991,985,武汉大学,临床医学(8年),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
666,991,985,西安交通大学,信息工程,exact_school_major,1,0698,西安交通大学,2D,信息工程,7,,,物理,化学,6600,1_3_0698_5_2D
666,991,985,西安交通大学,工科试验班(航天航空类)(飞行器设计与工程、飞行器动力工程、工程力学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
665,"1,048",985,华中科技大学,机械类(机械设计制造及其自动化、工业工程、测控技术与仪器),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
665,"1,048",985,南开大学,理科试验班(数学与大数据)(数学与应用数学、信息与计算科学、数据科学、统计学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
665,"1,048",985,武汉大学,微电子科学与工程(集成电路学院),exact_school_major,1,0486,武汉大学,A7,微电子科学与工程(集成电路学院),2,,,物理,化学,4500,1_3_0486_5_A7
665,"1,048",985,浙江大学,工科试验班(中外合作办学，ZJUUIUC联合学院)(机械工程、电子与计算机工程、电气工程及其自动化、土木工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
665,"1,048",985,电子科技大学,集成电路设计与集成系统(国家示范性微电子学院),exact_school_major,1,0614,电子科技大学,A6,集成电路设计与集成系统(国家示范性微电子学院),4,,,物理,化学,9800,1_3_0614_5_A6
665,"1,048",985,西北工业大学,航空航天类(航空)(飞行器设计与工程、飞行器控制与信息工程、航空航天工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
665,"1,048",985,西安交通大学,软件工程,exact_school_major,1,0698,西安交通大学,2E,软件工程,3,,,物理,化学,6600,1_3_0698_5_2E
665,"1,048",985,西安交通大学,工科试验班(智能制造类)(机械工程、智能制造工程、车辆工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
664,"1,110",985,东南大学,工科试验班(智能制造与智能系统)(机器人工程、自动化、智能感知工程、智能车辆工程、测控技术与仪器、机械工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
664,"1,110",985,北京航空航天大学,飞行器动力工程(国际合作专项),exact_school_major,1,0006,北京航空航天大学,26,飞行器动力工程(国际合作专项),4,,"(中外合作办学,与俄罗斯莫斯科航空学院“2+2”联合培养,双学籍,双学位,本科阶段原则上不可转专业)",物理,化学,5500,1_3_0006_5_26
664,"1,110",985,华中科技大学,数字经济(AI双学位),exact_school_major,1,0487,华中科技大学,2P,数字经济(AI双学位),3,,"(与人工智能学院联合培养数字经济与人工智能复合型人才,授予经济学与工学双学士学位)",物理,化学,5850,1_3_0487_5_2P
664,"1,110",985,同济大学,工科试验班(智能化制造与新能源类)(新能源材料与器件、机械设计制造及其自动化、能源与动力工程、智能制造工程、飞行器制造工程、建筑环境与能源应用工程、工业设计),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
664,"1,110",985,国防科技大学,计算机类[计算机科学与技术(计算机系统方向)、计算机科学与技术(并行计算方向)、计算机科学与技术(大数据方向)、软件工程、网络工程、信息安全],exact_school_major,1,J002,国防科技大学,01,计算机类[计算机科学与技术(计算机系统方向)、计算机科学与技术(并行计算方向)、计算机科学与技术(大数据方向)、软件工程、网络工程、信息安全],4,,(考生须为应届普通高中毕业生；政治面貌为中共党员或共青团员)(考生入校后以英语为公共外语教学内容安排教学),物理,化学,6500,1_3_J002_5_01
664,"1,110",985,复旦大学医学院,临床医学,exact_school_major,1,9246,复旦大学医学院,A4,临床医学,8,,(含卓越临床医师班),物理,化学,8140,1_3_9246_5_A4
664,"1,110",985,复旦大学医学院,医学试验班[公共事业管理、药学、预防医学(五年制)],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
664,"1,110",985,电子科技大学,电子信息类(信息与通信)(电子信息工程、通信工程、信息对抗技术、网络工程、物联网工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
664,"1,110",985,电子科技大学,电子信息工程(AI交叉复合型创新人才双学位培养计划),exact_school_major,1,0614,电子科技大学,B2,电子信息工程(AI交叉复合型创新人才双学位培养计划),3,,,物理,化学,6500,1_3_0614_5_B2
664,"1,110",985,西北工业大学,航空航天类(航天)(飞行器设计与工程、飞行器动力工程、飞行器控制与信息工程、航空航天工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
664,"1,110",985,西北工业大学,电子信息类(电子信息)(电子科学与技术、电子信息工程、探测制导与控制技术、通信工程),exact_school_major,1,0699,西北工业大学,13,电子信息类(电子信息)(电子科学与技术、电子信息工程、探测制导与控制技术、通信工程),4,,"(专业分流时,100%类内专业任选)",物理,化学,6600,1_3_0699_5_13
663,"1,183",985,东南大学,工科试验班(智慧能源与电气工程)(电气工程及其自动化、电动载运工程、新能源科学与工程、能源与动力工程),exact_school_major,1,0286,东南大学,03,工科试验班(智慧能源与电气工程)(电气工程及其自动化、电动载运工程、新能源科学与工程、能源与动力工程),7,,,物理,化学,6380,1_3_0286_5_03
663,"1,183",985,东南大学,生物医学工程(学制七年本硕连读),exact_school_major,1,0286,东南大学,11,生物医学工程(学制七年本硕连读),6,,,物理,化学,6380,1_3_0286_5_11
663,"1,183",985,北京航空航天大学,工科试验班类(中外合作办学，中法未来科技试验班)(计算机科学与技术、航空航天工程、微电子科学与工程、材料科学与工程、生物医学工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
663,"1,183",985,华中科技大学,数学类(数学与应用数学、统计学、信息与计算科学),exact_school_major,1,0487,华中科技大学,11,数学类(数学与应用数学、统计学、信息与计算科学),3,,,物理,化学,4500,1_3_0487_5_11
663,"1,183",985,华中科技大学,能源动力类(能源与动力工程、新能源科学与工程、储能科学与工程、核工程与核技术),exact_school_major,1,0487,华中科技大学,1D,能源动力类(能源与动力工程、新能源科学与工程、储能科学与工程、核工程与核技术),6,,,物理,化学,5850,1_3_0487_5_1D
663,"1,183",985,华中科技大学,航空航天类(飞行器设计与工程、工程力学),exact_school_major,1,0487,华中科技大学,22,航空航天类(飞行器设计与工程、工程力学),3,,,物理,化学,5850,1_3_0487_5_22
663,"1,183",985,同济大学,理科试验班(数学与应用数学、统计学、应用物理学、工程力学、材料科学与工程、海洋科学与技术、应用化学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
663,"1,183",985,大连理工大学,人工智能(新工科大师班),exact_school_major,1,0141,大连理工大学,01,人工智能(新工科大师班),2,,"(一生一策导师制培养,全校理工类专业任选,按所选专业收学费)",物理,化学,6240,1_3_0141_5_01
663,"1,183",985,浙江大学医学院,医学试验班类(临床医学、口腔医学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
663,"1,183",985,电子科技大学,工科试验班(电子工程类)(电子科学与技术、电磁场与无线技术),exact_school_major,1,0614,电子科技大学,A5,工科试验班(电子工程类)(电子科学与技术、电磁场与无线技术),9,,,物理,化学,6500,1_3_0614_5_A5
663,"1,183",985,电子科技大学,计算机科学与技术(AI交叉复合型创新人才双学位培养计划),exact_school_major,1,0614,电子科技大学,B1,计算机科学与技术(AI交叉复合型创新人才双学位培养计划),4,,,物理,化学,6500,1_3_0614_5_B1
663,"1,183",985,电子科技大学,自动化(AI交叉复合型创新人才双学位培养计划),exact_school_major,1,0614,电子科技大学,B5,自动化(AI交叉复合型创新人才双学位培养计划),2,,,物理,化学,6500,1_3_0614_5_B5
663,"1,183",985,电子科技大学,计算机类(计算机科学与技术、网络空间安全、数据科学与大数据技术、人工智能),exact_school_major,1,0614,电子科技大学,B7,计算机类(计算机科学与技术、网络空间安全、数据科学与大数据技术、人工智能),7,,,物理,化学,6500,1_3_0614_5_B7
663,"1,183",985,西北工业大学,航空航天类(航空发动机)(飞行器动力工程、能源与动力工程),exact_school_major,1,0699,西北工业大学,09,航空航天类(航空发动机)(飞行器动力工程、能源与动力工程),3,,"(专业分流时,100%类内专业任选)",物理,化学,6600,1_3_0699_5_09
663,"1,183",985,西北工业大学,计算机类(计算机)(计算机科学与技术、物联网工程、数据科学与大数据技术、人工智能、智能交互设计),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
663,"1,183",211,北京邮电大学,电子信息类(元班)(通信工程、电子科学与技术),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
662,"1,253",985,北京航空航天大学,工科试验班类(中外合作办学，中法航空试验班)(交通运输、飞行器适航技术、测控技术与仪器、电子信息工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
662,"1,253",985,华中科技大学,生物医学工程类(生物医学工程、生物信息学),exact_school_major,1,0487,华中科技大学,18,生物医学工程类(生物医学工程、生物信息学),3,,,物理,化学,5850,1_3_0487_5_18
662,"1,253",985,武汉大学,法学,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
662,"1,253",985,武汉大学,工科试验班(智慧能源与智能制造类)(智能制造工程、机械设计制造及其自动化、能源与动力工程、核工程与核技术、能源化学工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
662,"1,253",985,电子科技大学,工科试验班(机器人、电气信息、智能制造)(机械设计制造及其自动化、电气工程及其自动化、智能电网信息工程、工业工程、机器人工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
662,"1,253",985,电子科技大学,电子信息类(光电集成与光网络)(光电信息科学与工程、信息工程),exact_school_major,1,0614,电子科技大学,B9,电子信息类(光电集成与光网络)(光电信息科学与工程、信息工程),4,,,物理,化学,6500,1_3_0614_5_B9
